,steps,rewards
0,0,-0.025023267369819822
1,1,1.0046988376248422
2,2,1.995608095506012
3,3,2.9943637171808115
4,4,3.973870529070853
5,5,5.001126316841891
6,6,5.978167329267121
7,7,6.995739238450817
8,8,8.012371790639905
9,9,8.944573480866579
10,10,10.01634366162614
11,11,11.00815816432288
12,12,12.041712940962542
13,13,13.03449751871453
14,14,14.020723822257443
15,15,14.958297846329291
16,16,16.04293788165274
17,17,17.03787046658975
18,18,17.99186224837366
19,19,18.97954560870491
20,20,19.995421740717795
21,21,21.004007055248866
22,22,21.996051517285498
23,23,23.001296411367576
24,24,24.024308784113625
25,25,25.008891937941524
26,26,26.01030876043591
27,27,27.02018117826845
28,28,28.024244555170057
29,29,28.995732322194566
30,30,29.99302510501431
31,31,31.010718228474307
32,32,32.0019721117412
33,33,32.96290322741964
34,34,33.964533833589215
35,35,34.98972654712479
36,36,35.96672208256498
37,37,37.04575310972237
38,38,38.02329667378063
39,39,39.00264721612642
40,40,40.005012025887446
41,41,41.00735525328608
42,42,42.00885115579219
43,43,43.00648763627424
44,44,43.98801035857951
45,45,44.97777074036048
46,46,46.009788082886686
47,47,46.98863861300234
48,48,48.01777342708386
49,49,49.02548444645602
50,50,49.98779772086783
51,51,50.998886253077245
52,52,52.01257764795937
53,53,53.02077473152967
54,54,53.99541836401407
55,55,55.029956624356785
56,56,56.00259624121802
57,57,57.01883829675524
58,58,58.0070137533535
59,59,58.99033913887316
60,60,60.01652100836758
61,61,60.97397735162763
62,62,62.0044270515431
63,63,62.988025535687704
64,64,64.04166763043426
65,65,65.03125782907787
66,66,66.008938425306
67,67,67.00315956420268
68,68,67.98574066378677
69,69,69.00610781531525
70,70,69.9939276083653
71,71,71.02956969292296
72,72,72.0114526971385
73,73,72.9984733986651
74,74,74.04508586442093
75,75,75.03724549140513
76,76,76.03391887254203
77,77,76.99449320745244
78,78,77.98183517509996
79,79,78.99766518844467
80,80,80.0126228457169
81,81,81.03070889113803
82,82,82.02053273145847
83,83,83.00643157159445
84,84,84.04605308290394
85,85,84.98615134121437
86,86,86.02621816782558
87,87,87.01056779771518
88,88,88.0246388606555
89,89,89.00627346364024
90,90,90.03785757326659
91,91,90.99350491080466
92,92,91.99443939218882
93,93,93.02405925351349
94,94,93.99394830421178
95,95,95.03555089600923
96,96,95.98943782443106
97,97,97.01274764845304
98,98,98.01219895007303
99,99,99.04956480209253
100,100,100.0364078743083
101,101,100.98080091162247
102,102,102.06306807150504
103,103,103.0291749624561
104,104,103.99355682574571
105,105,104.9882494399303
106,106,105.97307915803714
107,107,107.03095452271049
108,108,108.01244140849639
109,109,109.01208651060483
110,110,110.00589021788802
111,111,111.00284526790469
112,112,111.98066165948765
113,113,113.0132630851665
114,114,114.00907023666474
115,115,115.02604250239634
116,116,116.01551596395008
117,117,117.01882533098208
118,118,117.9652069750875
119,119,119.05690914957628
120,120,120.00651035279267
121,121,121.02752383765838
122,122,122.04837046497241
123,123,122.99777090741256
124,124,124.002424903447
125,125,125.00677039493867
126,126,125.98232826730998
127,127,127.02429754634767
128,128,127.99485515800293
129,129,128.99007039506327
130,130,130.02305329660788
131,131,131.02732215726394
132,132,132.04088197073577
133,133,133.00821326041543
134,134,134.02471593781436
135,135,135.01610591255982
136,136,135.98675384763746
137,137,137.02594923078186
138,138,137.96655252738577
139,139,139.02398175644086
140,140,140.01197139864257
141,141,141.02724112894572
142,142,142.01241534191522
143,143,142.98431858213442
144,144,144.03403017459976
145,145,145.04150417888798
146,146,146.00708844706074
147,147,147.0083690769677
148,148,148.03352596543127
149,149,149.00244662230662
150,150,150.01404868429853
151,151,150.96197507631817
152,152,151.99908845210012
153,153,152.97257073232916
154,154,153.99512094244838
155,155,155.05513518587898
156,156,156.01403828926942
157,157,157.0336611344801
158,158,158.06645628665325
159,159,159.00492893380445
160,160,160.03642237342083
161,161,161.017776369356
162,162,162.03104892027673
163,163,163.0031547416757
164,164,163.99226519565744
165,165,165.00531195992616
166,166,166.0110301353898
167,167,167.028545193413
168,168,167.99214375065685
169,169,169.0159756626546
170,170,170.03048258261802
171,171,171.05161873734482
172,172,172.0194829758728
173,173,173.02091159689985
174,174,174.0012193388253
175,175,175.01576791136617
176,176,176.07296996844815
177,177,176.99577949378332
178,178,177.99663556571815
179,179,179.01036423905433
180,180,180.00853205064212
181,181,181.0334454028195
182,182,182.01556043391813
183,183,183.01988757418948
184,184,183.99898685758785
185,185,185.0490573964738
186,186,185.9964319545087
187,187,187.00973758195147
188,188,187.9800800699891
189,189,188.99793572948764
190,190,189.95565668598545
191,191,191.01762322557113
192,192,192.00992317181903
193,193,193.0032197271248
194,194,193.9925377785114
195,195,195.00237758838975
196,196,195.99890230514464
197,197,197.00709595054224
198,198,198.0299525747967
199,199,198.99458050198604
200,200,200.0133770803104
201,201,201.02107763595012
202,202,202.0144990606704
203,203,203.00284050326843
204,204,204.00578938816133
205,205,204.9920785749595
206,206,206.04962849875923
207,207,207.01587472574184
208,208,208.02406581629808
209,209,209.0110554142543
210,210,210.01091167756164
211,211,211.01010165623424
212,212,211.99997395082264
213,213,212.98896361145256
214,214,214.00734634186742
215,215,215.02631250870328
216,216,216.04900199021426
217,217,217.01212422046362
218,218,217.99595466121912
219,219,219.0435230619413
220,220,219.9911486292897
221,221,220.99910152677683
222,222,222.03798195699434
223,223,222.9651892773375
224,224,223.9919057454302
225,225,225.01348502778808
226,226,226.0072961604306
227,227,227.02176280361746
228,228,228.00108353471774
229,229,229.03721263405333
230,230,230.0311831612373
231,231,231.02598529715934
232,232,232.0345444451914
233,233,232.9976869280732
234,234,234.01501689870173
235,235,235.00330942439572
236,236,236.00001097270518
237,237,237.00574293354202
238,238,238.0082543669482
239,239,238.9785886245159
240,240,240.02982037816935
241,241,240.98102095135033
242,242,242.01661790918735
243,243,243.02016481406866
244,244,243.98145768683983
245,245,245.03008605240154
246,246,246.01310560483378
247,247,247.04313665086605
248,248,247.98148865198544
249,249,249.015403133942
250,250,250.03162580419215
251,251,250.988973952205
252,252,251.97562303436163
253,253,253.0123756390368
254,254,253.9828305296678
255,255,255.03155581604773
256,256,256.02530548011737
257,257,257.0077217850555
258,258,258.0114167860272
259,259,259.01315057935045
260,260,259.98499812744893
261,261,260.996200984952
262,262,261.98331419224985
263,263,262.98282997759236
264,264,264.03468779447087
265,265,265.04532688138926
266,266,266.01105612421816
267,267,266.98629259475655
268,268,267.99756249203364
269,269,269.0338927894435
270,270,270.033506984628
271,271,271.008189704078
272,272,272.000705492418
273,273,272.9808857555408
274,274,273.9971741005384
275,275,275.0101825426638
276,276,276.0154520473127
277,277,277.0273047517197
278,278,277.97569803245585
279,279,279.0204716929446
280,280,280.0260704239861
281,281,281.01280868231856
282,282,282.0287021649608
283,283,283.04732580654814
284,284,284.01432788352355
285,285,285.03169940964375
286,286,286.0255898034466
287,287,287.00549003836164
288,288,288.00394254500037
289,289,288.9797412985822
290,290,290.01989797285165
291,291,291.0278308678468
292,292,292.00953050544047
293,293,293.009793298487
294,294,294.0388707729559
295,295,295.02603632974774
296,296,296.01959066133116
297,297,297.05311834341086
298,298,298.00904881299596
299,299,298.99619068954956
300,300,300.05611996413694
301,301,301.01442901607686
302,302,302.0479933132844
303,303,303.02208423519045
304,304,304.0116771249663
305,305,305.02302767270976
306,306,306.0134108896613
307,307,306.99895496558753
308,308,308.04657109478063
309,309,309.02211926509386
310,310,310.0445918670991
311,311,311.01348505331737
312,312,312.0366246401092
313,313,313.04123541947456
314,314,314.0108333415263
315,315,314.97801821237005
316,316,316.0599078260704
317,317,317.041302435007
318,318,317.99361372400637
319,319,319.01962803482115
320,320,320.02236993250625
321,321,321.0245478257105
322,322,322.0112228605954
323,323,323.02304740877105
324,324,324.02668292920566
325,325,325.04744972169414
326,326,326.04986995141775
327,327,327.0149585018863
328,328,328.04745906032247
329,329,329.0281594918571
330,330,330.0398837198384
331,331,331.0013087357259
332,332,332.0171587193653
333,333,333.03679666898614
334,334,333.9922151661347
335,335,335.0310571035037
336,336,336.0092882175429
337,337,337.0029925151562
338,338,338.0167612863887
339,339,339.0075139271948
340,340,339.99552463090566
341,341,341.0595394426759
342,342,341.9976618099579
343,343,343.0264265289223
344,344,344.0405121350663
345,345,345.0099582300642
346,346,346.0257763039879
347,347,347.0374423641347
348,348,347.9812505553569
349,349,349.02998958184116
350,350,350.01556307833755
351,351,351.0294493376933
352,352,352.01714151405065
353,353,353.0035793562266
354,354,354.02229467203455
355,355,355.0512845028588
356,356,356.03701012975625
357,357,357.03530081747846
358,358,358.0570671067152
359,359,358.9937698084297
360,360,360.01776379740085
361,361,361.0094335783108
362,362,362.0113250526619
363,363,363.0198758941435
364,364,363.99804457735723
365,365,365.0536149261264
366,366,366.0243930279635
367,367,367.0429963336471
368,368,368.0426284153188
369,369,368.95805509811237
370,370,370.02081971823117
371,371,371.03602599134024
372,372,372.0278070981812
373,373,373.0113833071986
374,374,374.03824227831575
375,375,374.96736359688504
376,376,376.00743228207676
377,377,377.00083282696284
378,378,378.0126942142378
379,379,379.0059076440226
380,380,379.97147511344605
381,381,380.9868572712372
382,382,382.0459521067281
383,383,383.0028017888148
384,384,384.04705500759974
385,385,385.01847702493035
386,386,386.0002079051155
387,387,387.0091944193673
388,388,388.1019482811292
389,389,389.0088880200232
390,390,390.0390669861536
391,391,391.0214433555191
392,392,392.0405561047322
393,393,393.05044704077943
394,394,394.01528814625397
395,395,395.0237910349775
396,396,395.9985139628929
397,397,397.0336150394825
398,398,398.0249907598245
399,399,399.041107149459
400,400,400.00996408408315
401,401,401.069373250643
402,402,402.0146128092746
403,403,403.0233554157312
404,404,404.04905761399027
405,405,405.0077892605681
406,406,406.0573978738836
407,407,406.9910360560371
408,408,408.0331293406767
409,409,409.04564960153147
410,410,410.0093836473648
411,411,411.0009022800755
412,412,412.06625899087345
413,413,413.0570326255963
414,414,414.027547805039
415,415,414.98178633752235
416,416,416.0543375385214
417,417,417.0270002495694
418,418,418.0550306874201
419,419,419.0485131549446
420,420,420.0372000324394
421,421,421.0213232840687
422,422,422.0444767688168
423,423,423.0156478308386
424,424,424.00243344107287
425,425,425.000376552123
426,426,426.05381625619134
427,427,426.97516996667565
428,428,428.0269249606581
429,429,428.9837300605761
430,430,430.0386552216232
431,431,431.0329888329977
432,432,432.04159280576476
433,433,433.05910772575834
434,434,434.02650069046956
435,435,435.06606781853543
436,436,436.0089356707686
437,437,437.0388120711656
438,438,438.05652380969656
439,439,439.01565478773864
440,440,440.0313455874705
441,441,440.9968490587145
442,442,442.0020533714054
443,443,443.03514729947045
444,444,444.0712406926786
445,445,445.02328263299626
446,446,446.04402740171264
447,447,447.06224035285067
448,448,448.0201093929419
449,449,449.02638409525946
450,450,450.00210579172085
451,451,451.04151436891226
452,452,452.0249834419731
453,453,453.00343612936075
454,454,454.04195708137604
455,455,455.0660253121198
